ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
A,1999-11-18,45.5,50.0,40.0,44.0,44739900.0,0.0,1.0,29.367758383040893,32.272261959385595,25.817809567508476,28.399590524259324,44739900.0
A,1999-11-19,42.94,43.0,39.81,40.38,10897100.0,0.0,1.0,27.714581457238886,27.753307001892694,25.694398877798793,26.06229155200993,10897100.0
A,1999-11-22,41.31,44.0,40.06,44.0,4705200.0,0.0,1.0,26.663342830844382,28.399590524259324,25.85653628185974,28.399590524259324,4705200.0
A,1999-11-23,42.5,43.63,40.25,40.25,4274400.0,0.0,1.0,27.4368627096355,28.16636047109169,25.984322919125383,25.984322919125383,4274400.0
A,1999-11-24,40.13,41.94,40.0,41.06,3464400.0,0.0,1.0,25.90546424881657,27.073889125227186,25.821544230068845,26.505815152165674,3464400.0
A,1999-11-26,40.88,41.5,40.75,41.19,1237100.0,0.0,1.0,26.390174650491513,26.790417025327734,26.3062528622194,26.590295837909622,1237100.0
A,1999-11-29,41.0,42.44,40.56,42.13,2914700.0,0.0,1.0,26.465734295008755,27.395262523906624,26.181711780623296,27.19515575240778,2914700.0
A,1999-11-30,42.0,42.94,40.94,42.19,3083000.0,0.0,1.0,27.108308215256077,27.7150179705499,26.424146150775805,27.230941038134617,3083000.0
A,1999-12-01,42.19,43.44,41.88,42.94,2115400.0,0.0,1.0,27.232598583028405,28.039442579918322,27.03250127179971,27.716704981162355,2115400.0
A,1999-12-02,43.75,45.0,43.19,44.13,2195900.0,0.0,1.0,28.245197539384495,29.05220318336691,27.883659010880372,28.49052725515515,2195900.0
A,1999-12-03,44.94,45.69,44.31,44.5,2175700.0,0.0,1.0,29.00744013243427,29.49154293838277,28.60079377543753,28.723433152944484,2175700.0
A,1999-12-06,45.25,46.44,45.19,45.75,1610000.0,0.0,1.0,29.210274263185713,29.978456061488277,29.171542407809113,29.533039724657378,1610000.0
A,1999-12-07,45.75,46.0,44.31,45.25,1585100.0,0.0,1.0,29.531950655043744,29.6933274345795,28.602420404917776,29.209197095972225,1585100.0
A,1999-12-08,45.25,45.63,44.81,45.19,1350400.0,0.0,1.0,29.205682519977564,29.450945710200582,28.921693562877234,29.166956753100248,1350400.0
A,1999-12-09,45.25,45.94,45.25,45.81,1451400.0,0.0,1.0,29.213739861508486,29.659209043927067,29.213739861508486,29.575280067529366,1451400.0
A,1999-12-10,45.69,45.94,44.75,44.75,1190800.0,0.0,1.0,29.49210828179543,29.653478977143404,28.885354467287055,28.885354467287055,1190800.0
A,1999-12-13,45.5,46.25,44.38,45.5,2875900.0,0.0,1.0,29.371118410314804,29.855257724770542,28.648137034060905,29.371118410314804,2875900.0
A,1999-12-14,45.38,45.38,42.06,43.0,1665900.0,0.0,1.0,29.295370669876228,29.295370669876228,27.152121868113575,27.758945324034325,1665900.0
A,1999-12-15,42.0,42.31,41.0,41.69,2087100.0,0.0,1.0,27.10717517862503,27.307251947800598,26.461766245800625,26.907098409449464,2087100.0
A,1999-12-16,42.0,48.0,42.0,47.25,1848300.0,0.0,1.0,27.108913380948902,30.98161529251303,27.108913380948902,30.497527553567515,1848300.0
A,1999-12-17,46.38,47.12,45.44,45.94,2652400.0,0.0,1.0,29.936725857344687,30.414370901209175,29.32998755838168,29.652720696127957,2652400.0
A,1999-12-20,46.25,46.94,46.13,46.88,856100.0,0.0,1.0,29.85153923829922,30.29689193180033,29.774086595951204,30.258165610626325,856100.0
A,1999-12-21,46.69,46.69,46.0,46.63,1616200.0,0.0,1.0,30.14143385228417,30.14143385228417,29.695993943137115,30.10269994714095,1616200.0
A,1999-12-22,46.63,47.56,46.31,47.56,1363200.0,0.0,1.0,30.101340788451818,30.70168921078208,29.894769288295166,30.70168921078208,1363200.0
A,1999-12-23,47.5,50.0,47.44,49.75,1544700.0,0.0,1.0,30.664224786074,32.278131353762106,30.625491028449485,32.1167406969933,1544700.0
A,1999-12-27,49.94,53.19,49.56,52.81,1451800.0,0.0,1.0,32.23542051661461,34.33324023385525,31.990136980444937,34.08795669768558,1451800.0
A,1999-12-28,54.25,61.5,53.94,61.5,2546500.0,0.0,1.0,35.01893270985923,39.69888224251323,34.81882452294575,39.69888224251323,2546500.0
A,1999-12-29,63.0,79.06,62.94,72.0,7524000.0,0.0,1.0,40.66865011428234,51.03592822278035,40.62991806655445,46.47845727346554,7524000.0
A,1999-12-30,76.0,80.0,74.25,79.25,4771900.0,0.0,1.0,49.06204720389068,51.64426021462177,47.93232901169583,51.16009527510969,4771900.0
A,1999-12-31,79.5,79.94,76.25,77.31,1381400.0,0.0,1.0,51.320705286607954,51.60474441020679,49.22268903275291,49.90696510324102,1381400.0
A,2000-01-03,78.75,78.94,67.38,72.0,3343600.0,0.0,1.0,50.83581264285293,50.958464127324575,43.49608959841816,46.47845727346554,3343600.0
A,2000-01-04,68.13,68.88,64.75,66.5,3408500.0,0.0,1.0,43.975331607804534,44.4594281688768,41.793669772572194,42.92322841507415,3408500.0
A,2000-01-05,66.25,66.31,61.31,61.56,4119200.0,0.0,1.0,42.75991105220818,42.79863700938754,39.57147391110768,39.73283206602167,4119200.0
A,2000-01-06,61.63,62.0,58.13,60.0,1812900.0,0.0,1.0,39.77944748314149,40.01826616833964,37.520351812348125,38.727354356457724,1812900.0
A,2000-01-07,59.06,65.94,59.0,65.0,2016900.0,0.0,1.0,38.12435721567456,42.56552852694853,38.085626070518096,41.958740586164005,2016900.0
A,2000-01-10,69.0,69.63,67.56,68.94,1536800.0,0.0,1.0,44.53893072060241,44.945590522833996,43.609422601215925,44.50020121562797,1536800.0
A,2000-01-11,68.94,68.94,66.44,68.0,1327600.0,0.0,1.0,44.50153675588051,44.50153675588051,42.88775895069192,43.8947563011296,1327600.0
A,2000-01-12,68.0,68.0,64.06,66.63,1022800.0,0.0,1.0,43.898592297442676,43.898592297442676,41.35505621432615,43.01416477615596,1022800.0
A,2000-01-13,68.38,69.81,66.0,67.63,811400.0,0.0,1.0,44.14604948555046,45.06925584361331,42.60952421828504,43.661850346706316,811400.0
A,2000-01-14,67.0,69.38,67.0,68.38,942000.0,0.0,1.0,43.243432617033434,44.77954261148925,43.243432617033434,44.134118244070834,942000.0
A,2000-01-18,68.63,72.88,68.13,71.5,1503400.0,0.0,1.0,44.301974868129776,47.045430983378964,43.97921532515929,46.15461464478041,1503400.0
A,2000-01-19,72.0,72.0,69.81,70.0,1877600.0,0.0,1.0,46.47403209468849,46.47403209468849,45.06044695180839,45.18308675872492,1877600.0
A,2000-01-20,70.75,70.88,67.5,68.13,1436300.0,0.0,1.0,45.66989038136041,45.75380678771485,43.571980222499334,43.97865203790932,1436300.0
A,2000-01-21,69.13,69.38,66.44,68.75,1372200.0,0.0,1.0,44.62582348332502,44.78720719330378,42.889334763953634,44.380520244157324,1372200.0
A,2000-01-24,68.5,71.81,68.0,68.5,1499200.0,0.0,1.0,44.21859892981479,46.35529327226277,43.89583543397672,44.21859892981479,1499200.0
A,2000-01-25,68.75,69.63,66.44,67.69,825300.0,0.0,1.0,44.37477296157717,44.942770055485354,42.88378059006818,43.690594643915034,825300.0
A,2000-01-26,67.94,69.25,67.88,68.31,731300.0,0.0,1.0,43.860056889033864,44.70575418848389,43.82132266157814,44.09891795834418,731300.0
A,2000-01-27,69.88,70.5,67.25,68.44,621300.0,0.0,1.0,45.10584363026832,45.50603857947792,43.40824247475021,44.17635858694281,621300.0
A,2000-01-28,69.5,69.5,67.44,68.06,1151100.0,0.0,1.0,44.866606916810305,44.866606916810305,43.536747776542256,43.936996644001574,1151100.0
A,2000-01-31,67.56,67.63,64.75,66.19,744200.0,0.0,1.0,43.610451373647564,43.655636862045355,41.79657676796447,42.72610681500491,744200.0
A,2000-02-01,66.25,72.0,66.25,71.0,1004500.0,0.0,1.0,42.76462881783533,46.47627584730783,42.76462881783533,45.830772016095224,1004500.0
A,2000-02-02,71.88,76.5,71.56,76.5,1391400.0,0.0,1.0,46.396858869941106,49.37896081734133,46.19030635410387,49.37896081734133,1391400.0
A,2000-02-03,75.19,77.75,73.81,77.75,1272900.0,0.0,1.0,48.53605635990979,50.18856738905422,47.645249633261635,50.18856738905422,1272900.0
A,2000-02-04,77.75,77.75,75.0,76.25,819500.0,0.0,1.0,50.185243558795406,50.185243558795406,48.4102027898348,49.21703950299871,819500.0
A,2000-02-07,77.69,80.0,76.25,79.5,911500.0,0.0,1.0,50.14667329301792,51.63771223376797,49.21719447281009,51.314976532306915,911500.0
A,2000-02-08,80.75,82.19,78.25,79.0,836700.0,0.0,1.0,52.127880345973985,53.05746731437278,50.514014081392745,50.99817396076712,836700.0
A,2000-02-09,77.63,78.69,75.69,75.75,846100.0,0.0,1.0,50.11386657411423,50.79814711731353,48.86150407052308,48.90023693145889,846100.0
A,2000-02-10,77.0,78.81,75.31,76.69,763100.0,0.0,1.0,49.70579608995577,50.87420506297941,48.61485069525414,49.50568184595724,763100.0
A,2000-02-11,76.5,76.81,74.81,75.38,537700.0,0.0,1.0,49.37673616675493,49.57682490154832,48.285929838365185,48.65383493137237,537700.0
A,2000-02-14,75.25,76.94,74.81,76.44,599200.0,0.0,1.0,48.575588435426546,49.66652191656769,48.29155841666791,49.34376053161469,599200.0
A,2000-02-15,76.56,83.0,76.56,81.88,1443200.0,0.0,1.0,49.41589790270569,53.57261658731154,49.41589790270569,52.849708989988784,1443200.0
A,2000-02-16,80.0,81.88,79.38,81.0,1288800.0,0.0,1.0,51.640992018135705,52.854555330561894,51.24077432999515,52.2865044183624,1288800.0
A,2000-02-17,81.0,97.0,77.63,97.0,675900.0,0.0,1.0,52.28614152881885,62.61426825056085,50.11077983805194,62.61426825056085,675900.0
A,2000-02-18,88.5,95.88,88.06,93.75,2904200.0,0.0,1.0,57.127416672862466,61.89126226659947,56.84339335833072,60.51633122125261,2904200.0
A,2000-02-22,96.0,97.38,90.0,91.5,1593700.0,0.0,1.0,61.97096860255975,62.86180127622154,58.097783064899765,59.066079449314756,1593700.0
A,2000-02-23,91.63,100.0,91.63,99.0,1208900.0,0.0,1.0,59.1454052487712,64.54807950318803,59.1454052487712,63.902598708156155,1208900.0
A,2000-02-24,101.4,115.4,100.5,106.8,2114700.0,0.0,1.0,65.45460650981191,74.49173166895753,64.87364846386683,68.94035478548236,2114700.0
A,2000-02-25,103.4,113.9,103.3,108.1,1465100.0,0.0,1.0,66.74820647532006,73.52631254873263,66.6836530841447,69.78221586056188,1465100.0
A,2000-02-28,108.1,109.2,98.25,101.0,1198400.0,0.0,1.0,69.78119280193212,70.49126969445872,63.4227769915803,65.1979692228968,1198400.0
A,2000-02-29,101.4,105.2,101.3,103.9,685300.0,0.0,1.0,65.44878447405479,67.90150026302331,65.38423932171351,67.06241328258672,685300.0
A,2000-03-01,104.5,111.8,104.3,109.1,742400.0,0.0,1.0,67.46035403866823,72.17289551696753,67.33124331323536,70.42990072362394,742400.0
A,2000-03-02,109.9,110.0,102.5,105.3,850000.0,0.0,1.0,70.94107802491372,71.00562859636496,66.1643357375219,67.97175173815663,850000.0
A,2000-03-03,104.9,111.8,104.9,108.0,869700.0,0.0,1.0,67.7165301109241,72.17071559963121,67.7165301109241,69.7176859101983,869700.0
A,2000-03-06,113.0,162.0,112.5,159.0,4072600.0,0.0,1.0,72.94327184125021,104.57354016179232,72.62051400124467,102.63699312175913,4072600.0
A,2000-03-07,156.0,161.0,131.0,142.0,5515600.0,0.0,1.0,100.69859766916697,103.92611682523001,84.56100188885175,91.66154403219045,5515600.0
A,2000-03-08,146.0,152.0,140.0,152.0,2828300.0,0.0,1.0,94.2442260488869,98.11727643445761,90.37117566331621,98.11727643445761,2828300.0
A,2000-03-09,147.0,154.0,145.0,153.0,1798700.0,0.0,1.0,94.89182593920728,99.41048431726476,93.6007806883337,98.76496169182798,1798700.0
A,2000-03-10,153.0,154.9,140.0,142.0,1773500.0,0.0,1.0,98.76208617552915,99.9885434548331,90.37053636976523,91.66154403219045,1773500.0
A,2000-03-13,130.1,138.9,129.5,131.3,1878900.0,0.0,1.0,83.9777386976389,89.658016180646,83.59044705107024,84.75232199077624,1878900.0
A,2000-03-14,133.0,136.0,118.9,130.0,2520000.0,0.0,1.0,85.84931507710925,87.78576579313427,76.74799671179166,83.91286436108423,2520000.0
A,2000-03-15,128.1,128.1,113.3,114.3,2179000.0,0.0,1.0,82.69220929223526,82.69220929223526,73.13838651686382,73.7839150827673,2179000.0
A,2000-03-16,116.0,123.0,112.0,118.1,1981100.0,0.0,1.0,74.87887309326013,79.39742577992239,72.29684298659599,76.2344388992588,1981100.0
A,2000-03-17,119.3,127.0,118.1,121.1,1118600.0,0.0,1.0,77.01200583276382,81.98260470042753,76.23736704819284,78.17396400962026,1118600.0
A,2000-03-20,120.4,121.5,113.0,113.8,1016200.0,0.0,1.0,77.72049794729456,78.43056894182965,72.94365671133127,73.46007198008407,1016200.0
A,2000-03-21,110.8,115.0,105.8,115.0,1808500.0,0.0,1.0,71.5193406040981,74.23036254035453,68.29193353712617,74.23036254035453,1808500.0
A,2000-03-22,113.6,120.9,109.1,119.4,1407700.0,0.0,1.0,73.32608535423657,78.03806090957043,70.4214428886198,77.06984675436485,1407700.0
A,2000-03-23,119.3,123.8,117.0,119.7,1396200.0,0.0,1.0,77.00584963290629,79.91051286298239,75.5212439819785,77.26404192002417,1396200.0
A,2000-03-24,118.75,121.0,116.25,120.0,880200.0,0.0,1.0,76.65485555370603,78.10726334314467,75.04106912099643,77.46174877006082,880200.0
A,2000-03-27,118.2,119.5,113.2,114.3,605700.0,0.0,1.0,76.30147648979086,77.14066362546538,73.07383366027348,73.7839150827673,605700.0
A,2000-03-28,114.0,121.9,113.5,119.1,996100.0,0.0,1.0,73.59330119729287,78.69318785921054,73.27052356046265,76.88563309296124,996100.0
A,2000-03-29,119.0,121.0,110.0,112.0,894400.0,0.0,1.0,76.81274350197569,78.1037139810005,71.00337634636409,72.29434682538889,894400.0
A,2000-03-30,108.2,112.5,99.13,105.0,1455100.0,0.0,1.0,69.8473972868969,72.62321806632072,63.99235206146109,67.78167019523268,1455100.0
A,2000-03-31,106.0,106.0,90.0,104.0,2670200.0,0.0,1.0,68.42502310974439,68.42502310974439,58.096717734688625,67.13398493786241,2670200.0
A,2000-04-03,103.0,103.3,91.75,98.0,1452700.0,0.0,1.0,66.48960419711128,66.68326323846209,59.227390146455924,63.261953507931125,1452700.0
A,2000-04-04,98.0,102.4,82.0,93.5,2517800.0,0.0,1.0,63.25916760296454,66.0993751279956,52.931140239215225,60.35440990691004,2517800.0
A,2000-04-05,92.75,99.88,90.13,96.94,1508700.0,0.0,1.0,59.867501428080665,64.46971474540912,58.17636553868366,62.572027907688835,1508700.0
A,2000-04-06,98.38,105.0,97.06,105.0,983600.0,0.0,1.0,63.50819727435229,67.78167019523268,62.656084849040795,67.78167019523268,983600.0
A,2000-04-07,107.5,125.0,107.1,122.0,2128200.0,0.0,1.0,69.39043866371337,80.68655658571322,69.13224168263909,78.7500792276561,2128200.0
A,2000-04-10,122.0,122.0,105.4,107.9,2114500.0,0.0,1.0,78.75268704568752,78.75268704568752,68.03715749684808,69.65094206745643,2114500.0
A,2000-04-11,101.0,104.9,99.56,100.9,1356300.0,0.0,1.0,65.19445826117004,67.71186803561127,64.26495311368406,65.12990929259463,1356300.0
A,2000-04-12,98.0,99.25,83.0,86.0,3112700.0,0.0,1.0,63.256550673377774,64.06339443196677,53.57442557030974,55.51085059092335,3112700.0
A,2000-04-13,88.0,97.0,87.0,90.0,2672800.0,0.0,1.0,56.80356152852016,62.61301668484609,56.158066511150615,58.09455156325926,2672800.0
A,2000-04-14,87.75,89.44,81.0,82.69,2047700.0,0.0,1.0,56.64402394436105,57.73494588699319,52.28679133325636,53.377713275888496,2047700.0
A,2000-04-17,80.06,82.63,73.06,79.5,1972500.0,0.0,1.0,51.67644051794329,53.33530202345309,47.1581406974886,51.314976532306915,1972500.0
A,2000-04-18,78.0,88.0,75.13,87.0,2688300.0,0.0,1.0,50.34903213984946,56.80403626034298,48.49644595726782,56.15853584829363,2688300.0
A,2000-04-19,87.0,89.94,84.0,87.25,1733900.0,0.0,1.0,56.159080494548455,58.056870111260785,54.22256047749506,56.32045716263624,1733900.0
A,2000-04-20,87.88,91.75,87.38,89.94,1039400.0,0.0,1.0,56.7226718929023,59.22058655181823,56.39994390079429,58.05231122038726,1039400.0
A,2000-04-24,87.13,92.38,85.06,91.63,1215000.0,0.0,1.0,56.24508736507956,59.634123387880756,54.90883887608938,59.149975384623446,1215000.0
A,2000-04-25,94.63,95.56,90.0,90.0,803500.0,0.0,1.0,61.083193493680255,61.68350385983394,58.09455156325926,58.09455156325926,803500.0
A,2000-04-26,95.13,95.19,91.63,91.88,698500.0,0.0,1.0,61.40320678760672,61.44193476413628,59.14407482338278,59.305441392255915,698500.0
A,2000-04-27,89.13,93.25,89.0,90.75,1631800.0,0.0,1.0,57.53458425427395,60.19409830260346,57.4506675488655,58.580315506287015,1631800.0
A,2000-04-28,90.0,90.06,86.94,88.63,1272800.0,0.0,1.0,58.098345663115516,58.137077893557596,56.123001910569585,57.21395973468809,1272800.0
A,2000-05-01,88.63,96.25,88.63,95.38,1356000.0,0.0,1.0,57.20835097078435,62.12686202118915,57.20835097078435,61.56529973590671,1356000.0
A,2000-05-02,98.25,104.1,97.44,100.8,3046800.0,0.0,1.0,63.4165266709336,67.19247253378308,62.89370339761597,65.06245179063721,3046800.0
A,2000-05-03,97.5,98.0,89.63,91.5,1664800.0,0.0,1.0,62.93926498697474,63.26203044844641,57.85893662341073,59.066079449314756,1664800.0
A,2000-05-04,91.5,91.5,88.25,90.25,850000.0,0.0,1.0,59.063349233247315,59.063349233247315,56.965470708569136,58.256472877601865,850000.0
A,2000-05-05,90.19,93.44,89.63,91.44,903700.0,0.0,1.0,58.216973414370855,60.31482421375777,57.85549758432265,59.02383910644274,903700.0
A,2000-05-08,91.88,91.88,84.56,84.75,771300.0,0.0,1.0,59.31088071900371,59.31088071900371,54.58563423594857,54.70828407635574,771300.0
A,2000-05-09,85.5,86.5,78.56,80.19,1229300.0,0.0,1.0,55.18583066873129,55.831278980646275,50.70641938404129,51.758500132462714,1229300.0
A,2000-05-10,79.0,79.69,75.75,77.0,1145500.0,0.0,1.0,50.99378535371545,51.439174111868155,48.89593975372083,49.70280344602645,1145500.0
A,2000-05-11,77.5,79.38,76.0,76.56,1203100.0,0.0,1.0,50.02799229253569,51.24157455718042,49.059708570744675,49.42120116021332,1203100.0
A,2000-05-12,84.0,98.0,82.25,90.56,9703800.0,0.0,1.0,54.225853587948066,63.26349585260608,53.096148304865814,58.46063453481639,9703800.0
A,2000-05-15,90.0,91.0,85.25,88.19,3178000.0,0.0,1.0,58.09424182948309,58.73973340536624,55.02815684403815,56.925902077134594,3178000.0
A,2000-05-16,90.13,96.94,88.0,89.5,4127900.0,0.0,1.0,58.18228976697049,62.57839975602041,56.807295012686154,57.77560117767513,4127900.0
A,2000-05-17,83.25,83.75,76.81,78.0,8906100.0,0.0,1.0,53.73946390458698,54.06222344755747,49.58232099112704,50.350488703396806,8906100.0
A,2000-05-18,78.0,78.94,71.0,71.0,4401600.0,0.0,1.0,50.349298834583486,50.95607243592334,45.830772016095224,45.830772016095224,4401600.0
A,2000-05-19,72.69,74.69,66.13,66.63,3763300.0,0.0,1.0,46.92630403089865,48.21743909847049,42.691381009263,43.01416477615596,3763300.0
A,2000-05-22,67.0,68.0,59.94,62.38,5594200.0,0.0,1.0,43.24398551695016,43.88941813660613,38.687231222178994,40.26208681413957,5594200.0
A,2000-05-23,61.94,63.25,56.56,58.0,3730100.0,0.0,1.0,39.98229552233686,40.82790106212152,36.50950330551135,37.439023898862416,3730100.0
A,2000-05-24,57.75,59.94,54.0,59.0,5691900.0,0.0,1.0,37.27978735207529,38.693514352959184,34.85902193960287,38.086709156232764,5691900.0
A,2000-05-25,59.25,68.75,58.25,68.75,5492200.0,0.0,1.0,38.24793926496467,44.380520244157324,37.602404425049656,44.380520244157324,5492200.0
A,2000-05-26,67.0,68.5,64.31,65.0,3545300.0,0.0,1.0,43.24977875804598,44.218057386957454,41.51333241686473,41.958740586164005,3545300.0
A,2000-05-30,66.19,76.44,66.06,75.38,3818900.0,0.0,1.0,42.72217211604587,49.33800931485944,42.63826393693897,48.65383493137237,3818900.0
A,2000-05-31,74.0,78.19,72.75,73.63,3153300.0,0.0,1.0,47.77274529096516,50.477715598656296,46.96577324213129,47.53388156451033,3153300.0
A,2000-06-01,74.44,76.31,72.75,73.0,2824200.0,0.0,1.0,48.04857518002087,49.25559876393596,46.95773568439707,47.11910247369054,2824200.0
A,2000-06-02,73.5,82.0,73.5,81.75,12222000.0,0.0,1.0,47.446626600148946,52.93365144506413,47.446626600148946,52.772268361390154,12222000.0
A,2000-06-05,81.0,83.75,76.5,79.0,7613100.0,0.0,1.0,52.28926697243211,54.064519863471475,49.38430769618588,50.99817396076712,7613100.0
A,2000-06-06,75.19,75.5,69.06,71.0,8713000.0,0.0,1.0,48.53543306887605,48.73553925655197,44.57849458354276,45.830772016095224,8713000.0
A,2000-06-07,70.0,72.25,65.5,67.0,8170500.0,0.0,1.0,45.183507060644025,46.635834073307585,42.27885303531691,43.24707104375928,8170500.0
A,2000-06-08,67.0,69.81,66.81,69.13,6846400.0,0.0,1.0,43.251332559832214,45.065306358237116,43.12867952719985,44.62633760986866,6846400.0
A,2000-06-09,69.75,72.81,69.75,70.88,6631000.0,0.0,1.0,45.023911742069544,46.999154321721626,45.023911742069544,45.753331387496615,6631000.0
A,2000-06-12,72.63,72.63,65.25,66.0,4059300.0,0.0,1.0,46.88643498508933,46.88643498508933,42.122261913494135,42.6064258435343,4059300.0
A,2000-06-13,64.5,71.75,64.5,69.06,5521000.0,0.0,1.0,41.63420067988145,46.31401393459681,41.63420067988145,44.57764184422656,5521000.0
A,2000-06-14,70.75,71.5,67.0,67.75,4013500.0,0.0,1.0,45.66934428509493,46.153471609671904,43.24870766221004,43.73283498678702,4013500.0
A,2000-06-15,67.94,67.94,64.81,65.94,4862500.0,0.0,1.0,43.8551829377464,43.8551829377464,41.83477194870981,42.56418550066231,4862500.0
A,2000-06-16,66.19,66.56,62.0,62.63,4640700.0,0.0,1.0,42.728602651297244,42.96745418447416,40.02377042423975,40.43046357532477,4640700.0
A,2000-06-19,62.13,69.0,62.13,68.0,4872300.0,0.0,1.0,40.105606014546794,44.54026742320503,40.105606014546794,43.8947563011296,4872300.0
A,2000-06-20,68.94,75.88,68.38,73.63,8382100.0,0.0,1.0,44.50612243728565,48.9864312524113,44.14459895940807,47.53388156451033,8382100.0
A,2000-06-21,73.38,79.94,73.31,78.5,6421800.0,0.0,1.0,47.369202970040426,51.603898683906124,47.324015668215644,50.67433133208195,6421800.0
A,2000-06-22,79.75,79.81,74.38,75.75,4816700.0,0.0,1.0,51.482427660512826,51.521160521448635,48.015836606757915,48.90023693145889,4816700.0
A,2000-06-23,73.94,77.5,73.88,75.13,2839400.0,0.0,1.0,47.73019292922236,50.028265512777025,47.69146136882537,48.49836887709597,2839400.0
A,2000-06-26,75.0,76.31,74.06,75.13,2735600.0,0.0,1.0,48.41445049623583,49.26008956490342,47.80765605001634,48.49836887709597,2735600.0
A,2000-06-27,74.88,76.81,74.13,75.44,2940000.0,0.0,1.0,48.334598575495974,49.58040219796803,47.85047799681512,48.696075274244336,2940000.0
A,2000-06-28,78.75,80.19,77.75,79.5,7078100.0,0.0,1.0,50.830872980115345,51.760351800323164,50.18540157719325,51.314976532306915,7078100.0
A,2000-06-29,79.88,79.94,75.0,75.88,6195100.0,0.0,1.0,51.55952666707162,51.59825440367684,48.40967075651442,48.97767756005752,6195100.0
A,2000-06-30,76.69,79.5,73.65,73.75,5922900.0,0.0,1.0,49.50260617624577,51.31643227293701,47.540317445305796,47.604866416718295,5922900.0
A,2000-07-03,74.0,74.19,71.75,73.69,2285900.0,0.0,1.0,47.76271311527517,47.88534710840898,46.31046845974315,47.56262607384631,2285900.0
A,2000-07-05,72.13,72.69,69.63,70.25,3862600.0,0.0,1.0,46.55851149196238,46.919980595462995,44.94481013704895,45.34500807306748,3862600.0
A,2000-07-06,70.0,70.44,68.31,69.13,3005300.0,0.0,1.0,45.18795939086947,45.471997992754936,44.09699294271849,44.62633760986866,3005300.0
A,2000-07-07,70.0,70.44,66.75,67.5,4286300.0,0.0,1.0,45.18465121586831,45.46866902351091,43.08679240941728,43.57091367244444,4286300.0
A,2000-07-10,67.75,70.25,67.63,68.5,3836000.0,0.0,1.0,43.73445368605769,45.34827116524801,43.65699044705655,44.21859892981479,3836000.0
A,2000-07-11,68.0,68.56,66.13,67.31,2987600.0,0.0,1.0,43.89665463773912,44.25815649946168,42.689496635201294,43.451232700973826,2987600.0
A,2000-07-12,69.44,70.63,68.06,69.0,2712800.0,0.0,1.0,44.82648031626427,45.59467604749058,43.935631485094284,44.54244155849993,2712800.0
A,2000-07-13,69.0,72.5,68.75,71.0,4177800.0,0.0,1.0,44.53976435367001,46.799027762914136,44.37838839586686,45.830772016095224,4177800.0
A,2000-07-14,71.5,78.25,71.5,77.06,5438900.0,0.0,1.0,46.15586076961119,50.51323224086819,46.15586076961119,49.745043788898435,5438900.0
A,2000-07-17,76.88,80.94,76.25,78.25,4410700.0,0.0,1.0,49.62803938867481,52.24887497553771,49.22135800450643,50.512410017739384,4410700.0
A,2000-07-18,78.0,78.0,74.0,76.63,2619100.0,0.0,1.0,50.35432572749481,50.35432572749481,47.77205261326431,49.46989718587086,2619100.0
A,2000-07-19,76.0,76.06,72.75,74.06,2531500.0,0.0,1.0,49.06138446690377,49.100117138851324,46.96336473641117,47.80902807393281,2531500.0
A,2000-07-20,73.88,76.31,54.0,54.0,2540500.0,0.0,1.0,47.68724551503293,49.25573504672663,34.855322926526505,34.855322926526505,2540500.0
A,2000-07-21,51.5,51.5,46.25,48.06,26067300.0,0.0,1.0,33.246252387277615,33.246252387277615,29.857071318671643,31.025531839467227,26067300.0
A,2000-07-24,50.0,50.19,47.75,49.5,10005100.0,0.0,1.0,32.27759533601083,32.40025019828767,30.825103545890347,31.954819382650726,10005100.0
